coletanea;codigo;numeracao;titulo;creditos
Cantor Cristão;CC;506;Junto ao trono;George C.Stebbins
Cantor Cristão;CC;507;Minha coroa;
Cantor Cristão;CC;508;Terra feliz;
Cantor Cristão;CC;509;Verei meu redentor;Benjamim Rufino Duarte
Cantor Cristão;CC;510;Fonte de amor;
Cantor Cristão;CC;511;Com Jesus;
Cantor Cristão;CC;512;O doce lar;
Cantor Cristão;CC;513;Triunfo;
Cantor Cristão;CC;514;Paz real;
Cantor Cristão;CC;515;Na glória;
Cantor Cristão;CC;516;Além da morte;
Cantor Cristão;CC;517;Querido lar;William A.Ogden
Cantor Cristão;CC;518;Glória;Lowell Mason | John Law
Cantor Cristão;CC;519;Perante o rei;
Cantor Cristão;CC;520;Canaã celeste;
Cantor Cristão;CC;521;Jerusalém;
Cantor Cristão;CC;522;Um bom amigo;
Cantor Cristão;CC;523;Cordeirinhos;
Cantor Cristão;CC;524;Jóias preciosas;
Cantor Cristão;CC;525;Vinde meninos;George F.Root
Cantor Cristão;CC;526;Os meninos;
Cantor Cristão;CC;527;A bênção;
Cantor Cristão;CC;528;Aspiração infantil;
Cantor Cristão;CC;529;Vai buscar;
Cantor Cristão;CC;530;Soldado infantil;
Cantor Cristão;CC;531;Teu cantinho;Edwin O.Excell | Emily H.Miller
Cantor Cristão;CC;532;Ó meninos, vinde;
Cantor Cristão;CC;533;Pequenos guerreiros;
Cantor Cristão;CC;534;Cantam glória;
Cantor Cristão;CC;535;Hosana infantil;
Cantor Cristão;CC;536;A lição;
Cantor Cristão;CC;537;Desejo infantil;
Cantor Cristão;CC;538;Oh, vinde, meninos;
Cantor Cristão;CC;539;Brilhando;
Cantor Cristão;CC;540;Oração de criança;
Cantor Cristão;CC;541;Pequenos raios;
Cantor Cristão;CC;542;Jesus e as crianças;
Cantor Cristão;CC;543;Cântico escolar;
Cantor Cristão;CC;544;Avante mocidade;Ricardo Pitrowsky
Cantor Cristão;CC;545;Vamos à escola;
Cantor Cristão;CC;546;Mocidade, avante;
Cantor Cristão;CC;547;Semeando e segando;
Cantor Cristão;CC;548;Jovens lutadores;
Cantor Cristão;CC;549;Alerta, mocidade;
Cantor Cristão;CC;550;Juventude;James McGranahan
Cantor Cristão;CC;551;Mocidade;
Cantor Cristão;CC;552;Mocidade crente;
Cantor Cristão;CC;553;Lealdade a Cristo;
Cantor Cristão;CC;554;Agora;
Cantor Cristão;CC;555;Alerta, jovens;
Cantor Cristão;CC;556;Vou dormir em paz;
Cantor Cristão;CC;557;O anoitecer;
Cantor Cristão;CC;558;Hino vespertino;
Cantor Cristão;CC;559;Fim do ano;
Cantor Cristão;CC;560;Ano novo;
Cantor Cristão;CC;561;Salve, ano novo;
Cantor Cristão;CC;562;Templo novo;
Cantor Cristão;CC;563;Consagração de templo;
Cantor Cristão;CC;564;Mais um templo;
Cantor Cristão;CC;565;Separação;William G.Tomer | Jeremiah E.Rankin
Cantor Cristão;CC;566;Saudação;
Cantor Cristão;CC;567;União vital;Samuel W. Beazley Manuel A.Souza
Cantor Cristão;CC;568;Casamento;
Cantor Cristão;CC;569;O ministério santo;
Cantor Cristão;CC;570;Mais um obreiro;
Cantor Cristão;CC;571;Morte do crente;
Cantor Cristão;CC;572;Dormir em Cristo;
Cantor Cristão;CC;573;Dormindo no Senhor;
Cantor Cristão;CC;574;Pátria Brasileira;
Cantor Cristão;CC;575;República do Brasil;
Cantor Cristão;CC;576;Hino à Bandeira Nacional;
Cantor Cristão;CC;577;Hino Nacional Brasileiro;
Cantor Cristão;CC;578;Sonda-me, ó Deus;
Cantor Cristão;CC;579;Olhando para Cristo;
Cantor Cristão;CC;580;Vem visita a tua igreja;Melodia Galesa Henry M. Wright
Cantor Cristão;CC;581;A única esperança;
Hinário para o Culto Cristão;HCC;1;Oh, vinde adorar!;H. Wright/W. Knapp
Hinário para o Culto Cristão;HCC;2;Santo! Santo! Santo!;Ap 4.8-11, R. Heber/J. Dykes
Hinário para o Culto Cristão;HCC;4;Santo, santo, Pai bondoso!;J. Owens
Hinário para o Culto Cristão;HCC;6;Onipotente Rei;Desc./Felice de Giardini
Hinário para o Culto Cristão;HCC;8;A ti, ó Deus, fiel e bom Senhor;H. Wright/W. Monk
Hinário para o Culto Cristão;HCC;9;Louvamos-te, ó Deus;W. Mackay/J. Husband
Hinário para o Culto Cristão;HCC;10;Louvemos ao Senhor;M. Rinkart/J. Crüger
Hinário para o Culto Cristão;HCC;13;Deus sábio, invisível, perfeito, imortal;W. Smith/Mel. galesa
Hinário para o Culto Cristão;HCC;14;Ao Deus de Abraão louvai;D. Dayyam/Mel. hebraica
Hinário para o Culto Cristão;HCC;15;Ó minha alma, a Deus bendize;Sl 103, H. Lyte/M. Andrews
Hinário para o Culto Cristão;HCC;17;Fonte és tu de toda bênção;R. Robinson/Hinário americano, 1813
Hinário para o Culto Cristão;HCC;18;O santo de Israel;E. Gióia/D. Peacock
Hinário para o Culto Cristão;HCC;21;Tu és digno de louvor;H. Rollo Jr.
Hinário para o Culto Cristão;HCC;22;Justo és, Senhor;Metrif. Sl 145.17,18/L. Mason
Hinário para o Culto Cristão;HCC;23;Não a nós, Senhor;Metrif. Sl 115,G.Kerr Neto/N. Bomilcar
Hinário para o Culto Cristão;HCC;25;Tu és fiel, Senhor;T. Chisholm/W. Runyam
Hinário para o Culto Cristão;HCC;27;Cantemos os louvores;R. Hasse/ Hinário alemão
Hinário para o Culto Cristão;HCC;29;Deus é Amor;J. Bowring/J. Sutton
Hinário para o Culto Cristão;HCC;30;A terra semeamos;M. Claudius/J. Shulz
Hinário para o Culto Cristão;HCC;32;Ao Deus de amor e de imensa bondade;S. Ginsburg/G. Stebbins
Hinário para o Culto Cristão;HCC;33;Deus cuidará de ti;C. Martin/W. Martin
Hinário para o Culto Cristão;HCC;34;Deus dos antigos;D. Roberts/G. Warren
Hinário para o Culto Cristão;HCC;35;Deus guia seus filhos em paz;G. Young
Hinário para o Culto Cristão;HCC;37;Deus vos guarde pelo seu poder;J. Rankin/W. Tomer
Hinário para o Culto Cristão;HCC;38;Ó Deus, eterno ajudador;Metrif. Sl 90, I. Watts/W. Croft
Hinário para o Culto Cristão;HCC;40;As tuas mãos dirigem meu destino;J. Hausmann/D. Hodges
Hinário para o Culto Cristão;HCC;42;Guia, ó Deus a minha vida;W. Williams/J. Hughes
Hinário para o Culto Cristão;HCC;43;Tu és digno;P. Mills
Hinário para o Culto Cristão;HCC;45;O mundo é teu, Senhor;M. Babcock/F. Shepard
Hinário para o Culto Cristão;HCC;46;Pela graça e o primor;F. Pierpoint/C. Kocher
Hinário para o Culto Cristão;HCC;47;Altamente os céus proclamam;Metr. Sl19, S. Kalley/Melodia alemã
Hinário para o Culto Cristão;HCC;48;Eu louvo o poderoso Deus;I. Watts/R. Manuel
Hinário para o Culto Cristão;HCC;50;Louvai ao Deus da criação;J. Schütz/Harm. M. Bell
Hinário para o Culto Cristão;HCC;52;Grandioso és tu!;C. Boberg/Mel. sueca
Hinário para o Culto Cristão;HCC;53;Tudo belo, ó Deus, criaste;M. Edgar/C. Lowden
Hinário para o Culto Cristão;HCC;54;Toda a natureza;S. Souza
Hinário para o Culto Cristão;HCC;55;Deus, por amor criou;F. Green/Mel. americana
Hinário para o Culto Cristão;HCC;59;Saudai o nome de Jesus;Perronet/Holden
Hinário para o Culto Cristão;HCC;60;Aleluia! Aleluia! Gratos hinos entoai;C. Wordsworth/L. van Beethoven
Hinário para o Culto Cristão;HCC;62;Jesus, sempre te amo;Featherstone/Gordon
Hinário para o Culto Cristão;HCC;63;Maravilhoso, ó Jesus amado;Mel. alemã
Hinário para o Culto Cristão;HCC;64;Glorioso és tu, Senhor;McKinney/Gióia
Hinário para o Culto Cristão;HCC;66;Cantarei ao meu Salvador;Smith/Ackley
Hinário para o Culto Cristão;HCC;67;Dai ao Cordeiro o louvor;Bonar/Landenberger
Hinário para o Culto Cristão;HCC;68;Tudo és tu, Jesus;Krummacher/Koch
Hinário para o Culto Cristão;HCC;69;Desejo te adorar, Senhor;J.Moraes/R.Manuel
Hinário para o Culto Cristão;HCC;71;Nós te louvamos, ó Senhor Jesus;Tucker/Vaughn Williams
Hinário para o Culto Cristão;HCC;72;Mil línguas eu quisera ter;C. Wesley/ Port. R.H. Moreton/ C. G. Glaser / Harm. R. Manuel
Hinário para o Culto Cristão;HCC;73;Louvamos, louvamos, Senhor, e adoramos;Holden/Kremser
Hinário para o Culto Cristão;HCC;75;Bendize tu, meu coração;Saltério escocês/ Hastings
Hinário para o Culto Cristão;HCC;76;Ao eterno salvador Jesus;Moraes/ Manuel
Hinário para o Culto Cristão;HCC;77;Luz da minha alma;Keble/J.Sutton
Hinário para o Culto Cristão;HCC;79;Ó Jesus, eu te amo;Tomes
Hinário para o Culto Cristão;HCC;80;Bendito seja sempre o Cordeiro;Kerr/Camargo
Hinário para o Culto Cristão;HCC;82;Meu Deus, eu te amo;Xavier/Booth
Hinário para o Culto Cristão;HCC;84;Eu te amo, ó meu Salvador;Desc./Hinário americano
Hinário para o Culto Cristão;HCC;85;Oh, vem, oh, vem, Emanuel!;Hino latino/Melodia gregoriana
Hinário para o Culto Cristão;HCC;87;Vem, Jesus tão desejado;Wesley/Perry
Hinário para o Culto Cristão;HCC;89;Em silêncio toda carne;Liturgia grega/Melosia francesa
Hinário para o Culto Cristão;HCC;90;Oh, vinde, fiéis!;Wade
Hinário para o Culto Cristão;HCC;91;Noite de paz! Noite de amor!;Mohr/Gruber
Hinário para o Culto Cristão;HCC;92;O canto angelical;Sears/Willis
Hinário para o Culto Cristão;HCC;94;Falai pelas montanhas;Negro spiritual
Hinário para o Culto Cristão;HCC;95;De Belém a linda história;Lício & Faustini/mel.polonesa
Hinário para o Culto Cristão;HCC;96;Cantam anjos harmonias;Wesley/Mendelssohn
Hinário para o Culto Cristão;HCC;97;Anjos das mansões de glória;Montgomery/Smart
Hinário para o Culto Cristão;HCC;98;Pequena vila de Belém;Brooks/Redner
Hinário para o Culto Cristão;HCC;99;Num berço de palhas;Desc./Murray
Hinário para o Culto Cristão;HCC;100;Proclamaram anjos mil o primeiro Natal;Hino inglês/Melodia inglesa
Hinário para o Culto Cristão;HCC;102;Quem é o menino?;Dix/mel. inglesa
Hinário para o Culto Cristão;HCC;104;Surgem anjos proclamando;Hino/Melodia francesa
Hinário para o Culto Cristão;HCC;106;Cantai que o Salvador chegou!;Waats/Handel
Hinário para o Culto Cristão;HCC;107;Numa estrebaria rude;Alexander/Gauntlett
Hinário para o Culto Cristão;HCC;108;Vem, minha alma, alegremente;Gerhardt/ Ebeling
Hinário para o Culto Cristão;HCC;109;Repousa tranquilo;Salum/ mel.nordestina
Hinário para o Culto Cristão;HCC;110;Jesus foi criança como eu;Almir Rosa
Hinário para o Culto Cristão;HCC;112;Vem, Jesus, habitar comigo;Elliott/Sankey
Hinário para o Culto Cristão;HCC;114;Veio a este mundo o Senhor Jesus;Morris
Hinário para o Culto Cristão;HCC;116;Um dia;Chapman/Marsh
Hinário para o Culto Cristão;HCC;117;Homem de tristeza e dor;Philip Bliss
Hinário para o Culto Cristão;HCC;118;São de Jesus as Histórias;Parker/Martin/Challinor
Hinário para o Culto Cristão;HCC;120;Jesus desceu, a Bíblia o diz;McNair/M.Ferreira
Hinário para o Culto Cristão;HCC;121;Jesus o lar do céu deixou;Montgomery/Cram
Hinário para o Culto Cristão;HCC;123;A ti, hosana e glória;Orleans/Teschner
Hinário para o Culto Cristão;HCC;124;Morri na cruz por ti;Havergal/Bliss
Hinário para o Culto Cristão;HCC;125;Oh, quanto, quanto nos amou!;Alexander/R.Manuel
Hinário para o Culto Cristão;HCC;127;Ao contemplar a rude cruz;Watts/Mason
Hinário para o Culto Cristão;HCC;128;Digno é o Cordeiro;Donald Wyrtzen
Hinário para o Culto Cristão;HCC;130;Oh, fronte ensanguentada!;Gerhardt/Hassler/Bach
Hinário para o Culto Cristão;HCC;132;Rude cruz;George Bennard
Hinário para o Culto Cristão;HCC;134;Bem junto à cruz de Cristo;Clephane/Maker
Hinário para o Culto Cristão;HCC;135;Cristo já ressuscitou;Charles Wesley
Hinário para o Culto Cristão;HCC;136;Adoro o Cristo vivo;Alfred Ackley
Hinário para o Culto Cristão;HCC;137;Porque vivo está;Gaither
Hinário para o Culto Cristão;HCC;138;Vinde vós, fiéis, cantar;Damasceno/ Sullivan
Hinário para o Culto Cristão;HCC;140;Da sepultura saiu;Lowry
Hinário para o Culto Cristão;HCC;142;Findou-se a luta de Jesus!;Hino latino/ Minchin
Hinário para o Culto Cristão;HCC;144;Findou-se a luta de Jesus!;Hino latino/ P. da Palestrina
Hinário para o Culto Cristão;HCC;145;Hoje nos lembramos da ressurreição;Fortunatus/ Barnby
Hinário para o Culto Cristão;HCC;146;Sei que vive o Redentor;Neves/ Rollo
Hinário para o Culto Cristão;HCC;148;Jesus virá;Peterson
Hinário para o Culto Cristão;HCC;150;Será de manhã?;Turner/ MsGraham
Hinário para o Culto Cristão;HCC;152;O sertanejo, quando espera pela chuva;Almir Rosa
Hinário para o Culto Cristão;HCC;153;Já refulge a glória eterna de Jesus;Howe/ Hino americano séc. XIX
Hinário para o Culto Cristão;HCC;155;Afirmou o Senhor que virá outra vez;Hewitt/ Sweney
Hinário para o Culto Cristão;HCC;157;Quando Deus fizer chamada;Black
Hinário para o Culto Cristão;HCC;160;Um bom amigo e fiel achei;Scholfield/Hodges
Hinário para o Culto Cristão;HCC;162;Cristo amigo das crianças;Mathams/ Faicloth
Hinário para o Culto Cristão;HCC;163;Todo coração procura;Wrigth/ Grullón
Hinário para o Culto Cristão;HCC;165;Em Jesus amigo temos;Scriven/Converse
Hinário para o Culto Cristão;HCC;166;Senhor, é admirável o teu divino amor;Deck/ Mann
Hinário para o Culto Cristão;HCC;167;O teu amor, Jesus;Tersteegen/ Bortniansky
Hinário para o Culto Cristão;HCC;168;Quanto nos ama Jesus!;Kaiser
Hinário para o Culto Cristão;HCC;169;Buscou-me com ternura;Walton/Gordon
Hinário para o Culto Cristão;HCC;170;Maravilhoso amor;Hino americano/Col. Americana
Hinário para o Culto Cristão;HCC;171;Amor, que por amor desceste!;Matheson/Peace
Hinário para o Culto Cristão;HCC;173;Cristo tem amor por mim;Warner/Bradbury
Hinário para o Culto Cristão;HCC;174;Nome bom, doce à fé;Baxter/Doane
Hinário para o Culto Cristão;HCC;175;Jesus, teu nome é santo;Menezes/ Landenberger
Hinário para o Culto Cristão;HCC;177;Nome que inspira o meu louvor;F. Whitfield/W. Rudd
Hinário para o Culto Cristão;HCC;179;Jesus é o nome do Cristo de Deus;Holden/ Hodges
Hinário para o Culto Cristão;HCC;180;Jesus, teu nome satisfaz;Martin/ Ginsburg
Hinário para o Culto Cristão;HCC;181;Jesus me guia;Gilmore/Bradbury
Hinário para o Culto Cristão;HCC;182;Dia a dia;SandellBerg/ Ahnfelt
Hinário para o Culto Cristão;HCC;183;Cada momento;Ginsburg/Moody
Hinário para o Culto Cristão;HCC;185;Meu bom Pastor;Peterson
Hinário para o Culto Cristão;HCC;187;O meu pastor é o bom Jesus;J. Irvine
Hinário para o Culto Cristão;HCC;188;Glória ao Redentor;Hoffman/ Stockton
Hinário para o Culto Cristão;HCC;189;Oh, que sangue tão precioso!;Wright/ Rollo Jr.
Hinário para o Culto Cristão;HCC;190;Por meus pecados padeceu;Watts/ Ransom
Hinário para o Culto Cristão;HCC;191;Cantarei a linda história;Rowley/ Prichard
Hinário para o Culto Cristão;HCC;193;Maravilhosa graça;H. Lillenas
Hinário para o Culto Cristão;HCC;194;O Rei da glória, o Rei dos reis;Kerr/Camargo
Hinário para o Culto Cristão;HCC;195;Oh, venham coroar!;Bridges/Kasche
Hinário para o Culto Cristão;HCC;196;Oh, momento glorioso!;Kelly/ Stebbins
Hinário para o Culto Cristão;HCC;197;Cristo Jesus com poder reinará;Watts/ Hatton
Hinário para o Culto Cristão;HCC;198;Cristo é meu Rei;Desconhecido
Hinário para o Culto Cristão;HCC;199;A Jesus, o Rei da glória;Lyte/Langston
Hinário para o Culto Cristão;HCC;200;Cristo é tudo para mim;W.L.Thompson
Hinário para o Culto Cristão;HCC;202;Ele é meu e teu Senhor;Ward/Danner
Hinário para o Culto Cristão;HCC;203;Cristo é meu Senhor;McClard
Hinário para o Culto Cristão;HCC;205;Ele é o meu Senhor;Negro spiritual
Hinário para o Culto Cristão;HCC;206;Santo Espírito Divino;Kaschel/ Ganey
Hinário para o Culto Cristão;HCC;207;Ó bom Consolador;Hatch/ Jackson
Hinário para o Culto Cristão;HCC;208;Eu não posso fugir do teu Espírito;Burgess
Hinário para o Culto Cristão;HCC;209;Oh, vem fazer, fiel Consolador!;Croly/Manuel
Hinário para o Culto Cristão;HCC;210;Eu os guiarei ao lar;Wells/ Mountain
Hinário para o Culto Cristão;HCC;212;Ó Senhor, vem me dirigir;Moraes/ Manuel
Hinário para o Culto Cristão;HCC;213;Oh, vive em mim Consolador;Hatch/ McKinney
Hinário para o Culto Cristão;HCC;214;É divina, sábia e pura;Fonseca/Sleeth
Hinário para o Culto Cristão;HCC;215;Livro santo;Sodré
Hinário para o Culto Cristão;HCC;216;Eu quero o pão do céu;Lathbury & Groves/Sherwin
Hinário para o Culto Cristão;HCC;217;É a Bíblia nossa luz;Kaschel/Bradbury
Hinário para o Culto Cristão;HCC;219;Deus nos deu mensagem santa;Kalley/Hopkins
Hinário para o Culto Cristão;HCC;220;Teu santo livro;Kalley/Hastings
Hinário para o Culto Cristão;HCC;222;Deus está presente;Tersteegen/Neander
Hinário para o Culto Cristão;HCC;223;Alegres, adorai;Wesley/Darwall
Hinário para o Culto Cristão;HCC;224;Vós, criaturas de Deus Pai;Francisco de Assis/Hinário alemão
Hinário para o Culto Cristão;HCC;226;Este é o dia do Senhor;Newton/Red
Hinário para o Culto Cristão;HCC;227;Louve, meu ser, ao grandioso, Senhor Rei da glória;Neander/Benett
Hinário para o Culto Cristão;HCC;228;A Deus demos glória;Crosby/Doane
Hinário para o Culto Cristão;HCC;229;Louvem, com alegre som;Milton/Wilkes
Hinário para o Culto Cristão;HCC;230;Louvai com todo o ardor;Plumptre/Messiter
Hinário para o Culto Cristão;HCC;233;Adorem o Rei;Grant/Haydn
Hinário para o Culto Cristão;HCC;234;Pai Celeste, Deus Bendito;Pages/Desconhecido
Hinário para o Culto Cristão;HCC;235;Vinde, cristãos, cantai;Bateman/Carr
Hinário para o Culto Cristão;HCC;236;Sim, com certeza meu Senhor aqui está;Wolfe
Hinário para o Culto Cristão;HCC;238;A Deus, o Pai e Benfeitor;Ken/ Burgeois
Hinário para o Culto Cristão;HCC;239;Santo és tu, Senhor;Comissão do HCC/ Shubert
Hinário para o Culto Cristão;HCC;240;Cristo nós te adoramos;Hino latino/ Dubois
Hinário para o Culto Cristão;HCC;241;Aceita, agora, Senhor, meu Deus;Moraes/Manuel
Hinário para o Culto Cristão;HCC;243;Ó Deus, venho te agradecer;J.F. Araújo
Hinário para o Culto Cristão;HCC;244;Oh, trazei à casa do tesouro!;Leech
Hinário para o Culto Cristão;HCC;246;Santuários nós somos;Moraes/ChávezMelo
Hinário para o Culto Cristão;HCC;247;Vem nos ensinar, Senhor;Green/ Burroughs
Hinário para o Culto Cristão;HCC;248;Ao findar o labor desta vida;Diener
Hinário para o Culto Cristão;HCC;250;Vinde, aflitos pecadores;Hart/Wood
Hinário para o Culto Cristão;HCC;251;Salvação Jesus me dá;Avelino de Souza/Fischer
Hinário para o Culto Cristão;HCC;252;Amigo, não saia sem Cristo;Taylor
Hinário para o Culto Cristão;HCC;254;Cristo, só Cristo;LeFevre
Hinário para o Culto Cristão;HCC;255;“Triste estás, cansado e aflito?”;Mar Saba/Hodges
Hinário para o Culto Cristão;HCC;256;Jesus quer entrar hoje em teu coração;Carmichael
Hinário para o Culto Cristão;HCC;257;Venha, ó sofredor, venha agora;Moore/Ramsey
Hinário para o Culto Cristão;HCC;259;Escuto a voz do bom Jesus;Watson/Hodges
Hinário para o Culto Cristão;HCC;260;Anda com Jesus;Seitz
Hinário para o Culto Cristão;HCC;262;Deixa o Salvador te ajudar;Reynolds
Hinário para o Culto Cristão;HCC;264;Oh, olhai, pois, e vivei!;Ogden
Hinário para o Culto Cristão;HCC;265;Terás vida em olhar pra Jesus;Hull/Taylor
Hinário para o Culto Cristão;HCC;266;Uma bênção antiga;Spann/Agay
Hinário para o Culto Cristão;HCC;268;O Senhor te abençoe e te guarde;Allen
Hinário para o Culto Cristão;HCC;269;Finda-se este dia;BaringGould/Loud
Hinário para o Culto Cristão;HCC;271;Findo o culto;Kaschel/ Barnard
Hinário para o Culto Cristão;HCC;274;Com a paz vem despedir-nos;Houston/ Goss
Hinário para o Culto Cristão;HCC;275;Perdoa-me, Senhor;H. Rollo Jr.
Hinário para o Culto Cristão;HCC;277;Estou aqui, Jesus;Crosby/ Rollo Jr.
Hinário para o Culto Cristão;HCC;279;Sonda-me, ó Deus;Orr/ Landenberg
Hinário para o Culto Cristão;HCC;280;Se sofrimentos eu causei, Senhor;Battersby/Sosa
Hinário para o Culto Cristão;HCC;282;Tem misericórdia de mim, Senhor;Hodges
Hinário para o Culto Cristão;HCC;283;Eu creio, Senhor, na divina promessa;Campos/Fernandes Braga
Hinário para o Culto Cristão;HCC;284;Em Cristo há perfeito perdão;Bilhorn/ Entzminger
Hinário para o Culto Cristão;HCC;286;Alvos mais que a neve;Latta/Perkins
Hinário para o Culto Cristão;HCC;288;Vem, Senhor, do bem a fonte;Robinson/ Owens
Hinário para o Culto Cristão;HCC;290;Alegra o triste coração;Newton/ Trad. Americano
Hinário para o Culto Cristão;HCC;291;Graça de Deus, infinito amor;Johnston/ Towner
Hinário para o Culto Cristão;HCC;293;Foi na cruz;Hudson/Desconhecido
Hinário para o Culto Cristão;HCC;295;Para o céu por Jesus irei;Pounds/Gabriel
Hinário para o Culto Cristão;HCC;296;Eis a nova;Souza/Fearis
Hinário para o Culto Cristão;HCC;297;Feliz o dia;Doddridge/Desconhecido
Hinário para o Culto Cristão;HCC;299;As novas do evangelho;Wesley Martin
Hinário para o Culto Cristão;HCC;300;Tal qual estou;Kaschel/ Bradbury
Hinário para o Culto Cristão;HCC;301;Remido;Crosby/Butler
Hinário para o Culto Cristão;HCC;303;Maravilhoso Cristo;Russell/ Sellers
Hinário para o Culto Cristão;HCC;304;Jesus, levaste a minha cruz;Souza/ Landenberg
Hinário para o Culto Cristão;HCC;305;Rocha eterna;Toplady/ Landerberg
Hinário para o Culto Cristão;HCC;307;Rocha eterna;Toplady/ Hastings
Hinário para o Culto Cristão;HCC;308;Livre em Cristo;J. Moraes/R. Manuel
Hinário para o Culto Cristão;HCC;310;Quem salva é só Jesus!;Rocha/ Barnby
Hinário para o Culto Cristão;HCC;311;Deus enviou Jesus;Geier
Hinário para o Culto Cristão;HCC;312;Seu maravilhoso olhar;Peterson
Hinário para o Culto Cristão;HCC;314;Preciosa a graça de Jesus;Newton/Excell
Hinário para o Culto Cristão;HCC;315;És minha alegria;Franck/Mel. trad. Alemã
Hinário para o Culto Cristão;HCC;316;Só em pensar em ti, Jesus;Bernard de Clairvaux/ Dykes
Hinário para o Culto Cristão;HCC;318;Que alegria é crer em Cristo!;Stead/Kirkpatrick
Hinário para o Culto Cristão;HCC;319;Agora estou contente;Maxfield/Ogden
Hinário para o Culto Cristão;HCC;321;Cristo é nossa esperança;Kerr Neto/ Oliveira Filho
Hinário para o Culto Cristão;HCC;323;Eu alegre vou na sua luz;DeVenter/Weeden
Hinário para o Culto Cristão;HCC;324;Pelo vale escuro;Motta/Von Holst
Hinário para o Culto Cristão;HCC;326;Jesus, em ti eu tenho paz;H. Rollo Jr.
Hinário para o Culto Cristão;HCC;327;Se teu coração estiver em paz;DeArmond/Ackley
Hinário para o Culto Cristão;HCC;329;Sou feliz com Jesus;Spafford/Bliss
Hinário para o Culto Cristão;HCC;330;Descansando no poder de Deus;Hoffman/Showalter
Hinário para o Culto Cristão;HCC;331;Como um rio calmo;Havergal/ Mountain
Hinário para o Culto Cristão;HCC;333;Haja paz na terra;Miller/Jackson
Hinário para o Culto Cristão;HCC;334;Meu divino protetor;Wesley/ Parry
Hinário para o Culto Cristão;HCC;335;De teu cuidado terno;Lloyd/Bischoff
Hinário para o Culto Cristão;HCC;336;Meu coração descansa em Deus;Hewitt/mel. norueguesa
Hinário para o Culto Cristão;HCC;337;Chuvas de bênçãos;Whittle/ Ginsburg
Hinário para o Culto Cristão;HCC;338;Nossa fé Jesus contemplará;Pitrowsky/Ackley
Hinário para o Culto Cristão;HCC;339;Almejo a fé que forte é;Bathurst/ Havergal
Hinário para o Culto Cristão;HCC;340;Salvador bendito;Wright/Sullivan
Hinário para o Culto Cristão;HCC;342;Se queres forças na fraqueza;Neumark/ Young
Hinário para o Culto Cristão;HCC;343;Se queres forças na fraqueza;Neumark
Hinário para o Culto Cristão;HCC;344;Firme nas promessas;Carter
Hinário para o Culto Cristão;HCC;345;Firme nas promessas;Carter
Hinário para o Culto Cristão;HCC;346;Oh, não consintas tristezas!;F.Crosby/D.Hodges
Hinário para o Culto Cristão;HCC;347;Quero o Salvador comigo;F.Crosby/Z. Oliveira
Hinário para o Culto Cristão;HCC;348;A minha fé e o meu amor;Mote/ Bradbury
Hinário para o Culto Cristão;HCC;349;Meu Deus proverá;Nelson/Mel. galesa
Hinário para o Culto Cristão;HCC;350;A Jesus Cristo contarei tudo;Hoffman
Hinário para o Culto Cristão;HCC;351;Cristo, esperança viva;Harkness/ Mendelssohn
Hinário para o Culto Cristão;HCC;352;Cristo te estende sua forte mão;Carmichael
Hinário para o Culto Cristão;HCC;353;Aos pés de Deus;J.A. Feitoza
Hinário para o Culto Cristão;HCC;355;Aflito? Por que aflito?;Gióia Jr./Oliveira Fo.
Hinário para o Culto Cristão;HCC;356;Meu Senhor de tudo sabe;McNair/R. Manuel
Hinário para o Culto Cristão;HCC;357;O segredo do viver;Wright/Richardson
Hinário para o Culto Cristão;HCC;358;Ó Cristo, pão da vida;Holden/D.Evans
Hinário para o Culto Cristão;HCC;360;Espero em ti, Senhor;Palmer/Mason
Hinário para o Culto Cristão;HCC;361;Meu Senhor, sou teu;Crosby/Doane
Hinário para o Culto Cristão;HCC;362;Desejo a santidade;Ginsburg/Booth
Hinário para o Culto Cristão;HCC;363;Sê minha vida, ó Deus de poder;Letra irlandesa/Mel. trad. Irlandesa
Hinário para o Culto Cristão;HCC;364;Mais de Cristo;Hewitt/ Sweney
Hinário para o Culto Cristão;HCC;366;Em mim vem habitar;Costa/Doane
Hinário para o Culto Cristão;HCC;367;Com alegria venho, ó Deus;Sutton/ Harkness
Hinário para o Culto Cristão;HCC;369;Cristo, bom mestre, eis meu querer;Pollard/Stebbins
Hinário para o Culto Cristão;HCC;370;Vem, Salvador, agora, transformar;Foulkes/ Rollo
Hinário para o Culto Cristão;HCC;371;Mais puro quero ser;Davison/ Fillmore
Hinário para o Culto Cristão;HCC;372;Quero ser como Cristo;Chisholm/ Livingstone
Hinário para o Culto Cristão;HCC;373;Junto a ti;Crosby/ Vail
Hinário para o Culto Cristão;HCC;374;Ao orarmos, Senhor;Carmichael
Hinário para o Culto Cristão;HCC;375;Ouve-nos, Pastor divino;Thrupp/Bradbury
Hinário para o Culto Cristão;HCC;377;Com tua mão segura bem a minha;Hausmann/ Main
Hinário para o Culto Cristão;HCC;378;Bendita a hora de oração;Walford/ Bradbury
Hinário para o Culto Cristão;HCC;379;Dirijo a ti, Jesus, minha oração;Houston/ Doane
Hinário para o Culto Cristão;HCC;380;Com a minha voz clamo ao Senhor;V. Geier
Hinário para o Culto Cristão;HCC;381;Bendita é sempre hora da prece;Gióia/ H.G.
Hinário para o Culto Cristão;HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
