coletanea;codigo;numeracao;titulo;creditos
Hinário para o Culto Cristão;HCC;533;Nossa gente quer viver em segurança;Mathias/G.Seitz/I.Seitz/O.Filho
Hinário para o Culto Cristão;HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
Hinário para o Culto Cristão;HCC;382;Senhor, se em meu caminho;Porto/Lloyd
Hinário para o Culto Cristão;HCC;383;Ó Deus eterno, vem me conceder;Ellerton/Hopkins
Hinário para o Culto Cristão;HCC;384;Nosso Pai que estás nos céus;Nunes Filho
Hinário para o Culto Cristão;HCC;386;Bem de manhã;S. Zuberbühler
Hinário para o Culto Cristão;HCC;387;O meu clamor, Ó Deus, atende;P.Filho/ L.Bourgeois
Hinário para o Culto Cristão;HCC;388;Santifica tua igreja;Wright/Williams
Hinário para o Culto Cristão;HCC;390;Filhos da luz;Kalley/Pitrowsky
Hinário para o Culto Cristão;HCC;392;Aviva-nos, Senhor!;Midlane/Doane
Hinário para o Culto Cristão;HCC;393;Em comunhão com Deus;McAfee/Sutton
Hinário para o Culto Cristão;HCC;394;Contigo, ó Mestre, quero andar;Gladden/Smith
Hinário para o Culto Cristão;HCC;395;Quero estar ao pé da cruz;Crosby/Doane
Hinário para o Culto Cristão;HCC;396;Busco o Senhor;J. Sutton
Hinário para o Culto Cristão;HCC;399;Mais perto quero estar;Adams/Mason
Hinário para o Culto Cristão;HCC;400;Quão preciosas são as horas;Goreh/Stebbins
Hinário para o Culto Cristão;HCC;401;Logo de manhã;A. Pires Jr.
Hinário para o Culto Cristão;HCC;402;Fica ao meu lado, ó Deus;Lyte/ Price
Hinário para o Culto Cristão;HCC;404;Eu andei a sós com Cristo;Smith/ Gaultney
Hinário para o Culto Cristão;HCC;406;Castelo forte é nosso Deus;M. Lutero
Hinário para o Culto Cristão;HCC;407;Bem-aventurado é aquele;V. Geier
Hinário para o Culto Cristão;HCC;408;Mestre, o mar se revolta;Baker/ Palmer
Hinário para o Culto Cristão;HCC;409;Sei que Jesus vai por onde eu andar;Bollback
Hinário para o Culto Cristão;HCC;411;Minha esperança, Jesus, asseguras;Cushing/Sankey
Hinário para o Culto Cristão;HCC;412;Deus é nosso Pai amado;SandellBerg/Mel. Sueca
Hinário para o Culto Cristão;HCC;413;Ouvi o Salvador dizer;Bonar/Dykes
Hinário para o Culto Cristão;HCC;416;Nossa morada na Rocha está;Owens/Kirkpatrick
Hinário para o Culto Cristão;HCC;417;Que segurança! Sou de Jesus!;Crosby/Knapp
Hinário para o Culto Cristão;HCC;419;Graças dou por minha vida;Storm/Hultman
Hinário para o Culto Cristão;HCC;420;De manhã, deixando o leito;Gonçalves/Ream
Hinário para o Culto Cristão;HCC;422;Como agradecer a Jesus?;A. Crouch
Hinário para o Culto Cristão;HCC;423;Agradeço a ti, Senhor;Mel. alemã
Hinário para o Culto Cristão;HCC;424;Saudamo-vos, irmãos, em Cristo;Diener/Manuel
Hinário para o Culto Cristão;HCC;426;Graças te rendemos;J. Gueiros
Hinário para o Culto Cristão;HCC;427;Pelo lar que tu nos deste;Renato Santos
Hinário para o Culto Cristão;HCC;429;A ti seja consagrada minha vida;Havergal
Hinário para o Culto Cristão;HCC;430;O que darei a Cristo?;L.Williams/P.Perkins
Hinário para o Culto Cristão;HCC;431;Eu resolvi seguir-te;J.Bode/H.Smart
Hinário para o Culto Cristão;HCC;433;Usa, Senhor;M. Coropos
Hinário para o Culto Cristão;HCC;434;Teu santo amor, Jesus;Phelps/Lowry
Hinário para o Culto Cristão;HCC;435;Não sou meu;Whitle/ McGraham
Hinário para o Culto Cristão;HCC;436;Queremos te conhecer mais e mais;L.Cruz
Hinário para o Culto Cristão;HCC;437;Eu canto a ti minha oração;Preston/Williams
Hinário para o Culto Cristão;HCC;438;Quero ser um vaso de bênção;Smyth/Entzminger
Hinário para o Culto Cristão;HCC;439;Toma, Senhor, minha mente;Havergal/ Shaffer
Hinário para o Culto Cristão;HCC;440;Venho a ti, Senhor;Lee Butler
Hinário para o Culto Cristão;HCC;442;Perto, mais perto;Morris
Hinário para o Culto Cristão;HCC;443;O que fez por mim;J. Moraes/R. Manuel
Hinário para o Culto Cristão;HCC;444;Conta as bênçãos;Oatman/ Excell
Hinário para o Culto Cristão;HCC;446;Brilho celeste;Zelley/ Cook
Hinário para o Culto Cristão;HCC;447;Mas eu sei em quem tenho crido;Whittle/McGranahan
Hinário para o Culto Cristão;HCC;448;Que mudança admirável;McDaniel/Gabriel
Hinário para o Culto Cristão;HCC;450;Triste e sombrio foi meu viver;Sleeper/ Stebbins
Hinário para o Culto Cristão;HCC;451;Como é triste andar em trevas;Figueiredo/Stebbins
Hinário para o Culto Cristão;HCC;452;Cristo satisfaz minha alma;McKinney
Hinário para o Culto Cristão;HCC;454;Eu Sou de Jesus;Rowe/ Ackley
Hinário para o Culto Cristão;HCC;456;Precioso é Jesus para mim;Gabriel
Hinário para o Culto Cristão;HCC;458;Por sua graça e compaixão;Gabriel
Hinário para o Culto Cristão;HCC;459;Quem meu coração encanta;T. Harris
Hinário para o Culto Cristão;HCC;460;Cristo em minha vida;Lima/Santos
Hinário para o Culto Cristão;HCC;462;Cristo me amou e me livrou;Rowe/Smith
Hinário para o Culto Cristão;HCC;463;O meu coração sofredor;Servoss/McGranaham
Hinário para o Culto Cristão;HCC;465;Crer e observar;Sammis/Towner
Hinário para o Culto Cristão;HCC;466;Cedo ou tarde;Lowell/Sims
Hinário para o Culto Cristão;HCC;467;Por onde me conduzir;McKinney
Hinário para o Culto Cristão;HCC;468;Onde quer que seja;Pounds/Kaiser
Hinário para o Culto Cristão;HCC;469;Sempre seguirei a Cristo;Cushing/Lowry
Hinário para o Culto Cristão;HCC;471;Cristo chama;C. F. H. Alexander
Hinário para o Culto Cristão;HCC;472;Tua vontade faze, ó Senhor;Pollard/Legge
Hinário para o Culto Cristão;HCC;473;Segundo a vontade de Deus;Gióia Jr./Oliveira Fo
Hinário para o Culto Cristão;HCC;475;Vem me ensinar, Senhor;Keegen/Kaschel
Hinário para o Culto Cristão;HCC;476;“Seguireis?”, Pergunta o Mestre;Marlatt/ Mason
Hinário para o Culto Cristão;HCC;478;Tua voz escuto a convocar-me;H. Rollo Jr.
Hinário para o Culto Cristão;HCC;480;Seguir a Cristo não é sacrifício;J.Sutton
Hinário para o Culto Cristão;HCC;482;Eu quero fazer o que queres, Senhor;Brown/ Rounsefell
Hinário para o Culto Cristão;HCC;484;Onde quer que for, irei;Crosby/ Sankey
Hinário para o Culto Cristão;HCC;486;O Mestre nos chama;Doudney/ Melodia Galesa
Hinário para o Culto Cristão;HCC;488;Brilha no meio do teu viver;Ogden/Gabriel
Hinário para o Culto Cristão;HCC;490;Deus nos chama a ser seu povo;Jackson/ Hodges
Hinário para o Culto Cristão;HCC;491;No serviço do meu Rei;Ackley/ Ackley
Hinário para o Culto Cristão;HCC;492;Mãos ao trabalho;Coghill/ Mason
Hinário para o Culto Cristão;HCC;493;Os seus intentos cumpre Deus;Ainger/Reynolds
Hinário para o Culto Cristão;HCC;494;Os seus intentos cumpre Deus;Ainger/Shaw
Hinário para o Culto Cristão;HCC;496;Barnabé, homem de Deus;Kerr Neto/ Manuel
Hinário para o Culto Cristão;HCC;497;Cristo amado;Jack P. Scholfield
Hinário para o Culto Cristão;HCC;499;Ouvi contar a história de Jesus;Barlett
Hinário para o Culto Cristão;HCC;500;Se Deus é por nós;Sutton/ Chaplin
Hinário para o Culto Cristão;HCC;502;Temos por lutas passado;Souza/Beazley
Hinário para o Culto Cristão;HCC;504;Da Igreja o fundamento;Stone/Wesley
Hinário para o Culto Cristão;HCC;505;Igrejas bem fortes;Almir Rosa
Hinário para o Culto Cristão;HCC;506;Senhor, a tua igreja;J. Sutton
Hinário para o Culto Cristão;HCC;507;Eu amo com fervor a Igreja;Dwight/ Williams
Hinário para o Culto Cristão;HCC;508;Senhor, que é nosso templo?;Pagura/Mel. dos irmãos boêmios
Hinário para o Culto Cristão;HCC;510;Às águas do Jordão;Entzminger/Rollo Jr.
Hinário para o Culto Cristão;HCC;511;Sou em teu nome batizado;Rambach/ Martin
Hinário para o Culto Cristão;HCC;512;Lembrando teu sepulcro;S. Ginsburg/Mel. trad. grega
Hinário para o Culto Cristão;HCC;513;Ó Senhor, nos alegramos;L. Silva/W. McCluer
Hinário para o Culto Cristão;HCC;514;Venham à mesa;David Hodges
Hinário para o Culto Cristão;HCC;515;A ceia do Senhor Jesus;Cotterill/Reinagle
Hinário para o Culto Cristão;HCC;516;Pão da vida;Ginsburg/Viner
Hinário para o Culto Cristão;HCC;516;Pão da vida;Ginsburg/Viner
Hinário para o Culto Cristão;HCC;518;Com prazer nos congregamos;Montgomery/Stainer
Hinário para o Culto Cristão;HCC;519;Reunidos junto à mesa;Guilherme Loureiro
Hinário para o Culto Cristão;HCC;520;Será possível esquecer?;Entzminger/Landerberger
Hinário para o Culto Cristão;HCC;521;Te damos graças, Pai onipotente;Simei Monteiro
Hinário para o Culto Cristão;HCC;524;Fiel, eterno e santo amor;Montgomery
Hinário para o Culto Cristão;HCC;525;Ah, se eu tivesse mil vozes!;Entzminger/Sherwin
Hinário para o Culto Cristão;HCC;526;Cristo é a única esperança;França/Ichter
Hinário para o Culto Cristão;HCC;528;Eis multidões;McGranaham
Hinário para o Culto Cristão;HCC;530;Pudesse contar toda a glória;Souza/Filmore
Hinário para o Culto Cristão;HCC;531;Mas nós somos luz;Kerr Neto/Oliveira Filho
Hinário para o Culto Cristão;HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
Hinário para o Culto Cristão;HCC;533;Nossa gente quer viver em segurança;Mathias/G.Seitz/I.Seitz/O.Filho
Hinário para o Culto Cristão;HCC;534;Sim, conquistar o mundo pra Cristo;Ginsburg/Thompson
Hinário para o Culto Cristão;HCC;536;Levanta a tua voz e anuncia;M.Mathias/M.Gatz
Hinário para o Culto Cristão;HCC;537;Ouve, a voz divina clama;March/Manuel
Hinário para o Culto Cristão;HCC;538;Fala e não te cales;Soren/Gabriel
Hinário para o Culto Cristão;HCC;540;Desde um ao outro polo;Heber/Mason
Hinário para o Culto Cristão;HCC;541;As boas novas anunciai;Thompson/Walch
Hinário para o Culto Cristão;HCC;543;Eu aceito o desafio;J.Sutton
Hinário para o Culto Cristão;HCC;542;Só Jesus Cristo salva;Almeida/Kaschel
Hinário para o Culto Cristão;HCC;543;Eu aceito o desafio;J.Sutton
Hinário para o Culto Cristão;HCC;545;Eu vos envio;Clarkson/Peterson
Hinário para o Culto Cristão;HCC;546;Dá-me tua visão;Terrell
Hinário para o Culto Cristão;HCC;547;Sabeis falar de tudo;Crosby/Landenberger
Hinário para o Culto Cristão;HCC;549;Canto o novo canto da terra;S. Monteiro
Hinário para o Culto Cristão;HCC;551;Se eu posso hoje o bem fazer;Kleiser/ Faustini
Hinário para o Culto Cristão;HCC;552;Que estou fazendo se sou cristão?;Araújo/Lauretti
Hinário para o Culto Cristão;HCC;553;Nesta grande cidade vivemos;Araújo/ Manuel
Hinário para o Culto Cristão;HCC;555;A cidade Irá transformar-se;Gonçalves/ Oliveira Filho
Hinário para o Culto Cristão;HCC;557;Senhor, a ti rendemos louvor;Moreton/ Urnam
Hinário para o Culto Cristão;HCC;558;Aquele que leva a preciosa semente;Almir Rosa
Hinário para o Culto Cristão;HCC;560;Olhando para Cristo;Soren/Miles
Hinário para o Culto Cristão;HCC;562;Jesus, tu reuniste os teus amigos;J. Maraschim
Hinário para o Culto Cristão;HCC;563;Benditos laços são;Fawcett/ Nägeli
Hinário para o Culto Cristão;HCC;564;Pai, Faz-nos um;Ridings
Hinário para o Culto Cristão;HCC;566;Jesus, Pastor amado;Kalley/Webb
Hinário para o Culto Cristão;HCC;567;Não há em Cristo Norte ou Sul;Porto/ Burleigh
Hinário para o Culto Cristão;HCC;569;Qual o adorno desta vida?;Kalley/mel. inglesa
Hinário para o Culto Cristão;HCC;572;Somos um pelos laços do amor;Skillings
Hinário para o Culto Cristão;HCC;574;Um só rebanho;Freire/Morris
Hinário para o Culto Cristão;HCC;575;Na Pátria celeste;Payne
Hinário para o Culto Cristão;HCC;577;Perante o trono de esplendor;Sheperd/ Mattews
Hinário para o Culto Cristão;HCC;579;Jerusalém excelsa;Cluny/Ewing
Hinário para o Culto Cristão;HCC;580;Céu, lindo céu;Torrans
Hinário para o Culto Cristão;HCC;581;Há um rio cristalino;Lowry/ Day
Hinário para o Culto Cristão;HCC;583;Lá no céu moraremos;Hewitt/ Wilson
Hinário para o Culto Cristão;HCC;585;Já termina o ano velho;M.L. Andrade/Mel. trad. Leta
Hinário para o Culto Cristão;HCC;586;Por tanto amor que o Pai mostrou;Hutchinson/ Sullivan
Hinário para o Culto Cristão;HCC;588;Entoemos hinos de louvor;Pitrowsky/Hodges
Hinário para o Culto Cristão;HCC;589;Este templo dedicamos;Rodrígues/Ley
Hinário para o Culto Cristão;HCC;590;Em Cristo seja o lar edificado;Hart/R. Manuel
Hinário para o Culto Cristão;HCC;592;Lar feliz nós vamos ser;O. Alves
Hinário para o Culto Cristão;HCC;593;Nestes tempos de incerteza;J.Neto
Hinário para o Culto Cristão;HCC;595;Que feliz é o lar;Kaschel/ Oliveira Filho
Hinário para o Culto Cristão;HCC;596;Se houver amor;J.F. Neto
Hinário para o Culto Cristão;HCC;597;Perfeito Amor;Gurney/Stainer
Hinário para o Culto Cristão;HCC;598;Abençoa, Deus de amor;Taylor/ Faustini
Hinário para o Culto Cristão;HCC;600;De ti, ó meu Brasil;Smith/ Seitz
Hinário para o Culto Cristão;HCC;601;Por nossa Pátria oramos ;J.Rocha/J. Booth
Hinário para o Culto Cristão;HCC;603;Minha Pátria para Cristo;Entzminger/Lindsey
Hinário para o Culto Cristão;HCC;606;Que a Pátria inteira cante em teu louvor;Herbert/ McCutchan
Hinário para o Culto Cristão;HCC;607;O menino, que vai ser?;W. Kaschel/D. Gatz
Hinário para o Culto Cristão;HCC;609;Jesus recebeu e abençoou as criancinhas;J. Moraes/R. Manuel
Hinário para o Culto Cristão;HCC;610;Senhor, em tuas mãos paternas;Monod/Monteiro
Hinário para o Culto Cristão;HCC;611;Que alegria neste dia!;H. Penno/Hinário alemão
Hinário para o Culto Cristão;HCC;612;Neste dia, ó Pai amado;H. Fischer/Mel. holandesa
Hinário para o Culto Cristão;HCC;613;Com alegria recordamos;J. Sutton
