codigo;coletanea;numeracao;titulo;creditos
CC;Cantor Cristão;518;Glória;Lowell Mason | John Law
CC;Cantor Cristão;519;Perante o rei
CC;Cantor Cristão;520;Canaã celeste
CC;Cantor Cristão;521;Jerusalém
CC;Cantor Cristão;522;Um bom amigo
CC;Cantor Cristão;523;Cordeirinhos
CC;Cantor Cristão;524;Jóias preciosas
CC;Cantor Cristão;525;Vinde meninos;George F.Root
CC;Cantor Cristão;526;Os meninos
CC;Cantor Cristão;527;A bênção
CC;Cantor Cristão;528;Aspiração infantil
CC;Cantor Cristão;529;Vai buscar
CC;Cantor Cristão;530;Soldado infantil
CC;Cantor Cristão;531;Teu cantinho;Edwin O.Excell | Emily H.Miller
CC;Cantor Cristão;532;Ó meninos, vinde
CC;Cantor Cristão;533;Pequenos guerreiros
CC;Cantor Cristão;534;Cantam glória
CC;Cantor Cristão;535;Hosana infantil
CC;Cantor Cristão;536;A lição
CC;Cantor Cristão;537;Desejo infantil
CC;Cantor Cristão;538;Oh, vinde, meninos
CC;Cantor Cristão;539;Brilhando
CC;Cantor Cristão;540;Oração de criança
CC;Cantor Cristão;541;Pequenos raios
CC;Cantor Cristão;542;Jesus e as crianças
CC;Cantor Cristão;543;Cântico escolar
CC;Cantor Cristão;544;Avante mocidade;Ricardo Pitrowsky
CC;Cantor Cristão;545;Vamos à escola
CC;Cantor Cristão;546;Mocidade, avante
CC;Cantor Cristão;547;Semeando e segando
CC;Cantor Cristão;548;Jovens lutadores
CC;Cantor Cristão;549;Alerta, mocidade
CC;Cantor Cristão;550;Juventude;James McGranahan
CC;Cantor Cristão;551;Mocidade
CC;Cantor Cristão;552;Mocidade crente
CC;Cantor Cristão;553;Lealdade a Cristo
CC;Cantor Cristão;554;Agora
CC;Cantor Cristão;555;Alerta, jovens
CC;Cantor Cristão;556;Vou dormir em paz
CC;Cantor Cristão;557;O anoitecer
CC;Cantor Cristão;558;Hino vespertino
CC;Cantor Cristão;559;Fim do ano
CC;Cantor Cristão;560;Ano novo
CC;Cantor Cristão;561;Salve, ano novo
CC;Cantor Cristão;562;Templo novo
CC;Cantor Cristão;563;Consagração de templo
CC;Cantor Cristão;564;Mais um templo
CC;Cantor Cristão;565;Separação;William G.Tomer | Jeremiah E.Rankin
CC;Cantor Cristão;566;Saudação
CC;Cantor Cristão;567;União vital;Samuel W. Beazley Manuel A.Souza
CC;Cantor Cristão;568;Casamento
CC;Cantor Cristão;569;O ministério santo
CC;Cantor Cristão;570;Mais um obreiro
CC;Cantor Cristão;571;Morte do crente
CC;Cantor Cristão;572;Dormir em Cristo
CC;Cantor Cristão;573;Dormindo no Senhor
CC;Cantor Cristão;574;Pátria Brasileira
CC;Cantor Cristão;575;República do Brasil
CC;Cantor Cristão;576;Hino à Bandeira Nacional
CC;Cantor Cristão;577;Hino Nacional Brasileiro
CC;Cantor Cristão;578;Sonda-me, ó Deus
CC;Cantor Cristão;579;Olhando para Cristo
CC;Cantor Cristão;580;Vem visita a tua igreja;Melodia Galesa Henry M. Wright
CC;Cantor Cristão;581;A única esperança
COR;Corinhos;;A colheita
HCC;Hinário para o Culto Cristão;1;Oh, vinde adorar!;H. Wright/W. Knapp
HCC;Hinário para o Culto Cristão;2;Santo! Santo! Santo!;Ap 4.8-11, R. Heber/J. Dykes
HCC;Hinário para o Culto Cristão;4;Santo, santo, Pai bondoso!;J. Owens
HCC;Hinário para o Culto Cristão;6;Onipotente Rei;Desc./Felice de Giardini
HCC;Hinário para o Culto Cristão;8;A ti, ó Deus, fiel e bom Senhor;H. Wright/W. Monk
HCC;Hinário para o Culto Cristão;9;Louvamos-te, ó Deus;W. Mackay/J. Husband
HCC;Hinário para o Culto Cristão;10;Louvemos ao Senhor;M. Rinkart/J. Crüger
HCC;Hinário para o Culto Cristão;13;Deus sábio, invisível, perfeito, imortal;W. Smith/Mel. galesa
HCC;Hinário para o Culto Cristão;14;Ao Deus de Abraão louvai;D. Dayyam/Mel. hebraica
HCC;Hinário para o Culto Cristão;15;Ó minha alma, a Deus bendize;Sl 103, H. Lyte/M. Andrews
HCC;Hinário para o Culto Cristão;17;Fonte és tu de toda bênção;R. Robinson/Hinário americano, 1813
HCC;Hinário para o Culto Cristão;18;O santo de Israel;E. Gióia/D. Peacock
HCC;Hinário para o Culto Cristão;21;Tu és digno de louvor;H. Rollo Jr.
HCC;Hinário para o Culto Cristão;22;Justo és, Senhor;Metrif. Sl 145.17,18/L. Mason
HCC;Hinário para o Culto Cristão;23;Não a nós, Senhor;Metrif. Sl 115,G.Kerr Neto/N. Bomilcar
HCC;Hinário para o Culto Cristão;25;Tu és fiel, Senhor;T. Chisholm/W. Runyam
HCC;Hinário para o Culto Cristão;27;Cantemos os louvores;R. Hasse/ Hinário alemão
HCC;Hinário para o Culto Cristão;29;Deus é Amor;J. Bowring/J. Sutton
HCC;Hinário para o Culto Cristão;30;A terra semeamos;M. Claudius/J. Shulz
HCC;Hinário para o Culto Cristão;32;Ao Deus de amor e de imensa bondade;S. Ginsburg/G. Stebbins
HCC;Hinário para o Culto Cristão;33;Deus cuidará de ti;C. Martin/W. Martin
HCC;Hinário para o Culto Cristão;34;Deus dos antigos;D. Roberts/G. Warren
HCC;Hinário para o Culto Cristão;35;Deus guia seus filhos em paz;G. Young
HCC;Hinário para o Culto Cristão;37;Deus vos guarde pelo seu poder;J. Rankin/W. Tomer
HCC;Hinário para o Culto Cristão;38;Ó Deus, eterno ajudador;Metrif. Sl 90, I. Watts/W. Croft
HCC;Hinário para o Culto Cristão;40;As tuas mãos dirigem meu destino;J. Hausmann/D. Hodges
HCC;Hinário para o Culto Cristão;42;Guia, ó Deus a minha vida;W. Williams/J. Hughes
HCC;Hinário para o Culto Cristão;43;Tu és digno;P. Mills
HCC;Hinário para o Culto Cristão;45;O mundo é teu, Senhor;M. Babcock/F. Shepard
HCC;Hinário para o Culto Cristão;46;Pela graça e o primor;F. Pierpoint/C. Kocher
HCC;Hinário para o Culto Cristão;47;Altamente os céus proclamam;Metr. Sl19, S. Kalley/Melodia alemã
HCC;Hinário para o Culto Cristão;48;Eu louvo o poderoso Deus;I. Watts/R. Manuel
HCC;Hinário para o Culto Cristão;50;Louvai ao Deus da criação;J. Schütz/Harm. M. Bell
HCC;Hinário para o Culto Cristão;52;Grandioso és tu!;C. Boberg/Mel. sueca
HCC;Hinário para o Culto Cristão;53;Tudo belo, ó Deus, criaste;M. Edgar/C. Lowden
HCC;Hinário para o Culto Cristão;54;Toda a natureza;S. Souza
HCC;Hinário para o Culto Cristão;55;Deus, por amor criou;F. Green/Mel. americana
HCC;Hinário para o Culto Cristão;59;Saudai o nome de Jesus;Perronet/Holden
HCC;Hinário para o Culto Cristão;60;Aleluia! Aleluia! Gratos hinos entoai;C. Wordsworth/L. van Beethoven
HCC;Hinário para o Culto Cristão;62;Jesus, sempre te amo;Featherstone/Gordon
HCC;Hinário para o Culto Cristão;63;Maravilhoso, ó Jesus amado;Mel. alemã
HCC;Hinário para o Culto Cristão;64;Glorioso és tu, Senhor;McKinney/Gióia
HCC;Hinário para o Culto Cristão;66;Cantarei ao meu Salvador;Smith/Ackley
HCC;Hinário para o Culto Cristão;67;Dai ao Cordeiro o louvor;Bonar/Landenberger
HCC;Hinário para o Culto Cristão;68;Tudo és tu, Jesus;Krummacher/Koch
HCC;Hinário para o Culto Cristão;69;Desejo te adorar, Senhor;J.Moraes/R.Manuel
HCC;Hinário para o Culto Cristão;71;Nós te louvamos, ó Senhor Jesus;Tucker/Vaughn Williams
HCC;Hinário para o Culto Cristão;72;Mil línguas eu quisera ter;C. Wesley/ Port. R.H. Moreton/ C. G. Glaser / Harm. R. Manuel
HCC;Hinário para o Culto Cristão;73;Louvamos, louvamos, Senhor, e adoramos;Holden/Kremser
HCC;Hinário para o Culto Cristão;75;Bendize tu, meu coração;Saltério escocês/ Hastings
HCC;Hinário para o Culto Cristão;76;Ao eterno salvador Jesus;Moraes/ Manuel
HCC;Hinário para o Culto Cristão;77;Luz da minha alma;Keble/J.Sutton
HCC;Hinário para o Culto Cristão;79;Ó Jesus, eu te amo;Tomes
HCC;Hinário para o Culto Cristão;80;Bendito seja sempre o Cordeiro;Kerr/Camargo
HCC;Hinário para o Culto Cristão;82;Meu Deus, eu te amo;Xavier/Booth
HCC;Hinário para o Culto Cristão;84;Eu te amo, ó meu Salvador;Desc./Hinário americano
HCC;Hinário para o Culto Cristão;85;Oh, vem, oh, vem, Emanuel!;Hino latino/Melodia gregoriana
HCC;Hinário para o Culto Cristão;87;Vem, Jesus tão desejado;Wesley/Perry
HCC;Hinário para o Culto Cristão;89;Em silêncio toda carne;Liturgia grega/Melosia francesa
HCC;Hinário para o Culto Cristão;90;Oh, vinde, fiéis!;Wade
HCC;Hinário para o Culto Cristão;91;Noite de paz! Noite de amor!;Mohr/Gruber
HCC;Hinário para o Culto Cristão;92;O canto angelical;Sears/Willis
HCC;Hinário para o Culto Cristão;94;Falai pelas montanhas;Negro spiritual
HCC;Hinário para o Culto Cristão;95;De Belém a linda história;Lício & Faustini/mel.polonesa
HCC;Hinário para o Culto Cristão;96;Cantam anjos harmonias;Wesley/Mendelssohn
HCC;Hinário para o Culto Cristão;97;Anjos das mansões de glória;Montgomery/Smart
HCC;Hinário para o Culto Cristão;98;Pequena vila de Belém;Brooks/Redner
HCC;Hinário para o Culto Cristão;99;Num berço de palhas;Desc./Murray
HCC;Hinário para o Culto Cristão;100;Proclamaram anjos mil o primeiro Natal;Hino inglês/Melodia inglesa
HCC;Hinário para o Culto Cristão;102;Quem é o menino?;Dix/mel. inglesa
HCC;Hinário para o Culto Cristão;104;Surgem anjos proclamando;Hino/Melodia francesa
HCC;Hinário para o Culto Cristão;106;Cantai que o Salvador chegou!;Waats/Handel
HCC;Hinário para o Culto Cristão;107;Numa estrebaria rude;Alexander/Gauntlett
HCC;Hinário para o Culto Cristão;108;Vem, minha alma, alegremente;Gerhardt/ Ebeling
HCC;Hinário para o Culto Cristão;109;Repousa tranquilo;Salum/ mel.nordestina
HCC;Hinário para o Culto Cristão;110;Jesus foi criança como eu;Almir Rosa
HCC;Hinário para o Culto Cristão;112;Vem, Jesus, habitar comigo;Elliott/Sankey
HCC;Hinário para o Culto Cristão;114;Veio a este mundo o Senhor Jesus;Morris
HCC;Hinário para o Culto Cristão;116;Um dia;Chapman/Marsh
HCC;Hinário para o Culto Cristão;117;Homem de tristeza e dor;Philip Bliss
HCC;Hinário para o Culto Cristão;118;São de Jesus as Histórias;Parker/Martin/Challinor
HCC;Hinário para o Culto Cristão;120;Jesus desceu, a Bíblia o diz;McNair/M.Ferreira
HCC;Hinário para o Culto Cristão;121;Jesus o lar do céu deixou;Montgomery/Cram
HCC;Hinário para o Culto Cristão;123;A ti, hosana e glória;Orleans/Teschner
HCC;Hinário para o Culto Cristão;124;Morri na cruz por ti;Havergal/Bliss
HCC;Hinário para o Culto Cristão;125;Oh, quanto, quanto nos amou!;Alexander/R.Manuel
HCC;Hinário para o Culto Cristão;127;Ao contemplar a rude cruz;Watts/Mason
HCC;Hinário para o Culto Cristão;128;Digno é o Cordeiro;Donald Wyrtzen
HCC;Hinário para o Culto Cristão;130;Oh, fronte ensanguentada!;Gerhardt/Hassler/Bach
HCC;Hinário para o Culto Cristão;132;Rude cruz;George Bennard
HCC;Hinário para o Culto Cristão;134;Bem junto à cruz de Cristo;Clephane/Maker
HCC;Hinário para o Culto Cristão;135;Cristo já ressuscitou;Charles Wesley
HCC;Hinário para o Culto Cristão;136;Adoro o Cristo vivo;Alfred Ackley
HCC;Hinário para o Culto Cristão;137;Porque vivo está;Gaither
HCC;Hinário para o Culto Cristão;138;Vinde vós, fiéis, cantar;Damasceno/ Sullivan
HCC;Hinário para o Culto Cristão;140;Da sepultura saiu;Lowry
HCC;Hinário para o Culto Cristão;142;Findou-se a luta de Jesus!;Hino latino/ Minchin
HCC;Hinário para o Culto Cristão;144;Findou-se a luta de Jesus!;Hino latino/ P. da Palestrina
HCC;Hinário para o Culto Cristão;145;Hoje nos lembramos da ressurreição;Fortunatus/ Barnby
HCC;Hinário para o Culto Cristão;146;Sei que vive o Redentor;Neves/ Rollo
HCC;Hinário para o Culto Cristão;148;Jesus virá;Peterson
HCC;Hinário para o Culto Cristão;150;Será de manhã?;Turner/ MsGraham
HCC;Hinário para o Culto Cristão;152;O sertanejo, quando espera pela chuva;Almir Rosa
HCC;Hinário para o Culto Cristão;153;Já refulge a glória eterna de Jesus;Howe/ Hino americano séc. XIX
HCC;Hinário para o Culto Cristão;155;Afirmou o Senhor que virá outra vez;Hewitt/ Sweney
HCC;Hinário para o Culto Cristão;157;Quando Deus fizer chamada;Black
HCC;Hinário para o Culto Cristão;160;Um bom amigo e fiel achei;Scholfield/Hodges
HCC;Hinário para o Culto Cristão;162;Cristo amigo das crianças;Mathams/ Faicloth
HCC;Hinário para o Culto Cristão;163;Todo coração procura;Wrigth/ Grullón
HCC;Hinário para o Culto Cristão;165;Em Jesus amigo temos;Scriven/Converse
HCC;Hinário para o Culto Cristão;166;Senhor, é admirável o teu divino amor;Deck/ Mann
HCC;Hinário para o Culto Cristão;167;O teu amor, Jesus;Tersteegen/ Bortniansky
HCC;Hinário para o Culto Cristão;168;Quanto nos ama Jesus!;Kaiser
HCC;Hinário para o Culto Cristão;169;Buscou-me com ternura;Walton/Gordon
HCC;Hinário para o Culto Cristão;170;Maravilhoso amor;Hino americano/Col. Americana
HCC;Hinário para o Culto Cristão;171;Amor, que por amor desceste!;Matheson/Peace
HCC;Hinário para o Culto Cristão;173;Cristo tem amor por mim;Warner/Bradbury
HCC;Hinário para o Culto Cristão;174;Nome bom, doce à fé;Baxter/Doane
HCC;Hinário para o Culto Cristão;175;Jesus, teu nome é santo;Menezes/ Landenberger
HCC;Hinário para o Culto Cristão;177;Nome que inspira o meu louvor;F. Whitfield/W. Rudd
HCC;Hinário para o Culto Cristão;179;Jesus é o nome do Cristo de Deus;Holden/ Hodges
HCC;Hinário para o Culto Cristão;180;Jesus, teu nome satisfaz;Martin/ Ginsburg
HCC;Hinário para o Culto Cristão;181;Jesus me guia;Gilmore/Bradbury
HCC;Hinário para o Culto Cristão;182;Dia a dia;SandellBerg/ Ahnfelt
HCC;Hinário para o Culto Cristão;183;Cada momento;Ginsburg/Moody
HCC;Hinário para o Culto Cristão;185;Meu bom Pastor;Peterson
HCC;Hinário para o Culto Cristão;187;O meu pastor é o bom Jesus;J. Irvine
HCC;Hinário para o Culto Cristão;188;Glória ao Redentor;Hoffman/ Stockton
HCC;Hinário para o Culto Cristão;189;Oh, que sangue tão precioso!;Wright/ Rollo Jr.
HCC;Hinário para o Culto Cristão;190;Por meus pecados padeceu;Watts/ Ransom
HCC;Hinário para o Culto Cristão;191;Cantarei a linda história;Rowley/ Prichard
HCC;Hinário para o Culto Cristão;193;Maravilhosa graça;H. Lillenas
HCC;Hinário para o Culto Cristão;194;O Rei da glória, o Rei dos reis;Kerr/Camargo
HCC;Hinário para o Culto Cristão;195;Oh, venham coroar!;Bridges/Kasche
HCC;Hinário para o Culto Cristão;196;Oh, momento glorioso!;Kelly/ Stebbins
HCC;Hinário para o Culto Cristão;197;Cristo Jesus com poder reinará;Watts/ Hatton
HCC;Hinário para o Culto Cristão;198;Cristo é meu Rei;Desconhecido
HCC;Hinário para o Culto Cristão;199;A Jesus, o Rei da glória;Lyte/Langston
HCC;Hinário para o Culto Cristão;200;Cristo é tudo para mim;W.L.Thompson
HCC;Hinário para o Culto Cristão;202;Ele é meu e teu Senhor;Ward/Danner
HCC;Hinário para o Culto Cristão;203;Cristo é meu Senhor;McClard
HCC;Hinário para o Culto Cristão;205;Ele é o meu Senhor;Negro spiritual
HCC;Hinário para o Culto Cristão;206;Santo Espírito Divino;Kaschel/ Ganey
HCC;Hinário para o Culto Cristão;207;Ó bom Consolador;Hatch/ Jackson
HCC;Hinário para o Culto Cristão;208;Eu não posso fugir do teu Espírito;Burgess
HCC;Hinário para o Culto Cristão;209;Oh, vem fazer, fiel Consolador!;Croly/Manuel
HCC;Hinário para o Culto Cristão;210;Eu os guiarei ao lar;Wells/ Mountain
HCC;Hinário para o Culto Cristão;212;Ó Senhor, vem me dirigir;Moraes/ Manuel
HCC;Hinário para o Culto Cristão;213;Oh, vive em mim Consolador;Hatch/ McKinney
HCC;Hinário para o Culto Cristão;214;É divina, sábia e pura;Fonseca/Sleeth
HCC;Hinário para o Culto Cristão;215;Livro santo;Sodré
HCC;Hinário para o Culto Cristão;216;Eu quero o pão do céu;Lathbury & Groves/Sherwin
HCC;Hinário para o Culto Cristão;217;É a Bíblia nossa luz;Kaschel/Bradbury
HCC;Hinário para o Culto Cristão;219;Deus nos deu mensagem santa;Kalley/Hopkins
HCC;Hinário para o Culto Cristão;220;Teu santo livro;Kalley/Hastings
HCC;Hinário para o Culto Cristão;222;Deus está presente;Tersteegen/Neander
HCC;Hinário para o Culto Cristão;223;Alegres, adorai;Wesley/Darwall
HCC;Hinário para o Culto Cristão;224;Vós, criaturas de Deus Pai;Francisco de Assis/Hinário alemão
HCC;Hinário para o Culto Cristão;226;Este é o dia do Senhor;Newton/Red
HCC;Hinário para o Culto Cristão;227;Louve, meu ser, ao grandioso, Senhor Rei da glória;Neander/Benett
HCC;Hinário para o Culto Cristão;228;A Deus demos glória;Crosby/Doane
HCC;Hinário para o Culto Cristão;229;Louvem, com alegre som;Milton/Wilkes
HCC;Hinário para o Culto Cristão;230;Louvai com todo o ardor;Plumptre/Messiter
HCC;Hinário para o Culto Cristão;233;Adorem o Rei;Grant/Haydn
HCC;Hinário para o Culto Cristão;234;Pai Celeste, Deus Bendito;Pages/Desconhecido
HCC;Hinário para o Culto Cristão;235;Vinde, cristãos, cantai;Bateman/Carr
HCC;Hinário para o Culto Cristão;236;Sim, com certeza meu Senhor aqui está;Wolfe
HCC;Hinário para o Culto Cristão;238;A Deus, o Pai e Benfeitor;Ken/ Burgeois
HCC;Hinário para o Culto Cristão;239;Santo és tu, Senhor;Comissão do HCC/ Shubert
HCC;Hinário para o Culto Cristão;240;Cristo nós te adoramos;Hino latino/ Dubois
HCC;Hinário para o Culto Cristão;241;Aceita, agora, Senhor, meu Deus;Moraes/Manuel
HCC;Hinário para o Culto Cristão;243;Ó Deus, venho te agradecer;J.F. Araújo
HCC;Hinário para o Culto Cristão;244;Oh, trazei à casa do tesouro!;Leech
HCC;Hinário para o Culto Cristão;246;Santuários nós somos;Moraes/ChávezMelo
HCC;Hinário para o Culto Cristão;247;Vem nos ensinar, Senhor;Green/ Burroughs
HCC;Hinário para o Culto Cristão;248;Ao findar o labor desta vida;Diener
HCC;Hinário para o Culto Cristão;250;Vinde, aflitos pecadores;Hart/Wood
HCC;Hinário para o Culto Cristão;251;Salvação Jesus me dá;Avelino de Souza/Fischer
HCC;Hinário para o Culto Cristão;252;Amigo, não saia sem Cristo;Taylor
HCC;Hinário para o Culto Cristão;254;Cristo, só Cristo;LeFevre
HCC;Hinário para o Culto Cristão;255;“Triste estás, cansado e aflito?”;Mar Saba/Hodges
HCC;Hinário para o Culto Cristão;256;Jesus quer entrar hoje em teu coração;Carmichael
HCC;Hinário para o Culto Cristão;257;Venha, ó sofredor, venha agora;Moore/Ramsey
HCC;Hinário para o Culto Cristão;259;Escuto a voz do bom Jesus;Watson/Hodges
HCC;Hinário para o Culto Cristão;260;Anda com Jesus;Seitz
HCC;Hinário para o Culto Cristão;262;Deixa o Salvador te ajudar;Reynolds
HCC;Hinário para o Culto Cristão;264;Oh, olhai, pois, e vivei!;Ogden
HCC;Hinário para o Culto Cristão;265;Terás vida em olhar pra Jesus;Hull/Taylor
HCC;Hinário para o Culto Cristão;266;Uma bênção antiga;Spann/Agay
HCC;Hinário para o Culto Cristão;268;O Senhor te abençoe e te guarde;Allen
HCC;Hinário para o Culto Cristão;269;Finda-se este dia;BaringGould/Loud
HCC;Hinário para o Culto Cristão;271;Findo o culto;Kaschel/ Barnard
HCC;Hinário para o Culto Cristão;274;Com a paz vem despedir-nos;Houston/ Goss
HCC;Hinário para o Culto Cristão;275;Perdoa-me, Senhor;H. Rollo Jr.
HCC;Hinário para o Culto Cristão;277;Estou aqui, Jesus;Crosby/ Rollo Jr.
HCC;Hinário para o Culto Cristão;279;Sonda-me, ó Deus;Orr/ Landenberg
HCC;Hinário para o Culto Cristão;280;Se sofrimentos eu causei, Senhor;Battersby/Sosa
HCC;Hinário para o Culto Cristão;282;Tem misericórdia de mim, Senhor;Hodges
HCC;Hinário para o Culto Cristão;283;Eu creio, Senhor, na divina promessa;Campos/Fernandes Braga
HCC;Hinário para o Culto Cristão;284;Em Cristo há perfeito perdão;Bilhorn/ Entzminger
HCC;Hinário para o Culto Cristão;286;Alvos mais que a neve;Latta/Perkins
HCC;Hinário para o Culto Cristão;288;Vem, Senhor, do bem a fonte;Robinson/ Owens
HCC;Hinário para o Culto Cristão;290;Alegra o triste coração;Newton/ Trad. Americano
HCC;Hinário para o Culto Cristão;291;Graça de Deus, infinito amor;Johnston/ Towner
HCC;Hinário para o Culto Cristão;293;Foi na cruz;Hudson/Desconhecido
HCC;Hinário para o Culto Cristão;295;Para o céu por Jesus irei;Pounds/Gabriel
HCC;Hinário para o Culto Cristão;296;Eis a nova;Souza/Fearis
HCC;Hinário para o Culto Cristão;297;Feliz o dia;Doddridge/Desconhecido
HCC;Hinário para o Culto Cristão;299;As novas do evangelho;Wesley Martin
HCC;Hinário para o Culto Cristão;300;Tal qual estou;Kaschel/ Bradbury
HCC;Hinário para o Culto Cristão;301;Remido;Crosby/Butler
HCC;Hinário para o Culto Cristão;303;Maravilhoso Cristo;Russell/ Sellers
HCC;Hinário para o Culto Cristão;304;Jesus, levaste a minha cruz;Souza/ Landenberg
HCC;Hinário para o Culto Cristão;305;Rocha eterna;Toplady/ Landerberg
HCC;Hinário para o Culto Cristão;307;Rocha eterna;Toplady/ Hastings
HCC;Hinário para o Culto Cristão;308;Livre em Cristo;J. Moraes/R. Manuel
HCC;Hinário para o Culto Cristão;310;Quem salva é só Jesus!;Rocha/ Barnby
HCC;Hinário para o Culto Cristão;311;Deus enviou Jesus;Geier
HCC;Hinário para o Culto Cristão;312;Seu maravilhoso olhar;Peterson
HCC;Hinário para o Culto Cristão;314;Preciosa a graça de Jesus;Newton/Excell
HCC;Hinário para o Culto Cristão;315;És minha alegria;Franck/Mel. trad. Alemã
HCC;Hinário para o Culto Cristão;316;Só em pensar em ti, Jesus;Bernard de Clairvaux/ Dykes
HCC;Hinário para o Culto Cristão;318;Que alegria é crer em Cristo!;Stead/Kirkpatrick
HCC;Hinário para o Culto Cristão;319;Agora estou contente;Maxfield/Ogden
HCC;Hinário para o Culto Cristão;321;Cristo é nossa esperança;Kerr Neto/ Oliveira Filho
HCC;Hinário para o Culto Cristão;323;Eu alegre vou na sua luz;DeVenter/Weeden
HCC;Hinário para o Culto Cristão;324;Pelo vale escuro;Motta/Von Holst
HCC;Hinário para o Culto Cristão;326;Jesus, em ti eu tenho paz;H. Rollo Jr.
HCC;Hinário para o Culto Cristão;327;Se teu coração estiver em paz;DeArmond/Ackley
HCC;Hinário para o Culto Cristão;329;Sou feliz com Jesus;Spafford/Bliss
HCC;Hinário para o Culto Cristão;330;Descansando no poder de Deus;Hoffman/Showalter
HCC;Hinário para o Culto Cristão;331;Como um rio calmo;Havergal/ Mountain
HCC;Hinário para o Culto Cristão;333;Haja paz na terra;Miller/Jackson
HCC;Hinário para o Culto Cristão;334;Meu divino protetor;Wesley/ Parry
HCC;Hinário para o Culto Cristão;335;De teu cuidado terno;Lloyd/Bischoff
HCC;Hinário para o Culto Cristão;336;Meu coração descansa em Deus;Hewitt/mel. norueguesa
HCC;Hinário para o Culto Cristão;337;Chuvas de bênçãos;Whittle/ Ginsburg
HCC;Hinário para o Culto Cristão;338;Nossa fé Jesus contemplará;Pitrowsky/Ackley
HCC;Hinário para o Culto Cristão;339;Almejo a fé que forte é;Bathurst/ Havergal
HCC;Hinário para o Culto Cristão;340;Salvador bendito;Wright/Sullivan
HCC;Hinário para o Culto Cristão;342;Se queres forças na fraqueza;Neumark/ Young
HCC;Hinário para o Culto Cristão;343;Se queres forças na fraqueza;Neumark
HCC;Hinário para o Culto Cristão;344;Firme nas promessas;Carter
HCC;Hinário para o Culto Cristão;345;Firme nas promessas;Carter
HCC;Hinário para o Culto Cristão;346;Oh, não consintas tristezas!;F.Crosby/D.Hodges
HCC;Hinário para o Culto Cristão;347;Quero o Salvador comigo;F.Crosby/Z. Oliveira
HCC;Hinário para o Culto Cristão;348;A minha fé e o meu amor;Mote/ Bradbury
HCC;Hinário para o Culto Cristão;349;Meu Deus proverá;Nelson/Mel. galesa
HCC;Hinário para o Culto Cristão;350;A Jesus Cristo contarei tudo;Hoffman
HCC;Hinário para o Culto Cristão;351;Cristo, esperança viva;Harkness/ Mendelssohn
HCC;Hinário para o Culto Cristão;352;Cristo te estende sua forte mão;Carmichael
HCC;Hinário para o Culto Cristão;353;Aos pés de Deus;J.A. Feitoza
HCC;Hinário para o Culto Cristão;355;Aflito? Por que aflito?;Gióia Jr./Oliveira Fo.
HCC;Hinário para o Culto Cristão;356;Meu Senhor de tudo sabe;McNair/R. Manuel
HCC;Hinário para o Culto Cristão;357;O segredo do viver;Wright/Richardson
HCC;Hinário para o Culto Cristão;358;Ó Cristo, pão da vida;Holden/D.Evans
HCC;Hinário para o Culto Cristão;360;Espero em ti, Senhor;Palmer/Mason
HCC;Hinário para o Culto Cristão;361;Meu Senhor, sou teu;Crosby/Doane
HCC;Hinário para o Culto Cristão;362;Desejo a santidade;Ginsburg/Booth
HCC;Hinário para o Culto Cristão;363;Sê minha vida, ó Deus de poder;Letra irlandesa/Mel. trad. Irlandesa
HCC;Hinário para o Culto Cristão;364;Mais de Cristo;Hewitt/ Sweney
HCC;Hinário para o Culto Cristão;366;Em mim vem habitar;Costa/Doane
HCC;Hinário para o Culto Cristão;367;Com alegria venho, ó Deus;Sutton/ Harkness
HCC;Hinário para o Culto Cristão;369;Cristo, bom mestre, eis meu querer;Pollard/Stebbins
HCC;Hinário para o Culto Cristão;370;Vem, Salvador, agora, transformar;Foulkes/ Rollo
HCC;Hinário para o Culto Cristão;371;Mais puro quero ser;Davison/ Fillmore
HCC;Hinário para o Culto Cristão;372;Quero ser como Cristo;Chisholm/ Livingstone
HCC;Hinário para o Culto Cristão;373;Junto a ti;Crosby/ Vail
HCC;Hinário para o Culto Cristão;374;Ao orarmos, Senhor;Carmichael
HCC;Hinário para o Culto Cristão;375;Ouve-nos, Pastor divino;Thrupp/Bradbury
HCC;Hinário para o Culto Cristão;377;Com tua mão segura bem a minha;Hausmann/ Main
HCC;Hinário para o Culto Cristão;378;Bendita a hora de oração;Walford/ Bradbury
HCC;Hinário para o Culto Cristão;379;Dirijo a ti, Jesus, minha oração;Houston/ Doane
HCC;Hinário para o Culto Cristão;380;Com a minha voz clamo ao Senhor;V. Geier
HCC;Hinário para o Culto Cristão;381;Bendita é sempre hora da prece;Gióia/ H.G.
HCC;Hinário para o Culto Cristão;382;Senhor, se em meu caminho;Porto/Lloyd
HCC;Hinário para o Culto Cristão;383;Ó Deus eterno, vem me conceder;Ellerton/Hopkins
HCC;Hinário para o Culto Cristão;384;Nosso Pai que estás nos céus;Nunes Filho
HCC;Hinário para o Culto Cristão;386;Bem de manhã;S. Zuberbühler
HCC;Hinário para o Culto Cristão;387;O meu clamor, Ó Deus, atende;P.Filho/ L.Bourgeois
HCC;Hinário para o Culto Cristão;388;Santifica tua igreja;Wright/Williams
HCC;Hinário para o Culto Cristão;390;Filhos da luz;Kalley/Pitrowsky
HCC;Hinário para o Culto Cristão;392;Aviva-nos, Senhor!;Midlane/Doane
